,article_id,price,prod_name,product_group_name,detail_desc
1451,351182006,0.03235285053929117,Glove Suede,Accessories,Gloves in soft suede with a wool-blend lining.
1452,351332007,0.016668631785802003,Marshall Lace up Top,Garment Upper body,
1453,351462009,0.012123255234297055,LAZER RAZER bandeau,Swimwear,"Fully lined bikini top with laser-cut scalloped edges. The top has lightly padded cups with removable inserts, side support, a silicone trim at the top, detachable ties at the neck and a metal fastener at the back."
1454,351484002,0.020141130026525796,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1455,351484009,0.009492999263080264,LAZER RAZER brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1456,351484012,0.012518335901386714,LAZER RAZER brief (1),Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1457,351484013,0.012550797312205358,LAZER RAZER brief (1),Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1458,351484014,0.013329311833019426,LAZER RAZER brief (1),Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1459,351484026,0.02040606587911315,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1460,351484027,0.021075694343976104,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1461,351484028,0.01952752275580659,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1462,351484033,0.018885559472026338,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1463,351484034,0.015193528378679697,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1464,351484037,0.02039545466165599,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1465,351484039,0.02105446109479488,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1466,351484041,0.021202411781050222,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1467,351484042,0.021023993396727694,Lazer Razer Brief,Swimwear,"Fully lined bikini bottoms with a mid waist, medium coverage at the back and laser-cut, scalloped edges."
1468,351771044,0.004535108958837757,Angela cheeky back,Underwear,"Briefs in cotton jersey with lace trims, a low waist, lined gusset and cutaway coverage at the back."
1469,351771048,0.008230597680642219,Angela cheeky back,Underwear,"Briefs in cotton jersey with lace trims, a low waist, lined gusset and cutaway coverage at the back."
1470,351914028,0.0033728813559322,Fred Basic (1),Underwear,Hipster briefs in cotton jersey with a mid waist with narrow elastication and a lined gusset.
1471,351914044,0.006735091023226566,Fred Basic (1),Underwear,Hipster briefs in cotton jersey with a mid waist with narrow elastication and a lined gusset.
1472,351933001,0.018849773750409422,Kelly Lace Padded Idro 2p,Underwear,"Bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
1473,351933029,0.01791595348483693,Kelly Lace Padded Idro 2p,Underwear,"Bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
1474,351933038,0.01830379746835434,Kelly Lace Padded Idro 2p,Underwear,"Bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
1475,351933041,0.023850890366874024,Kelly Lace Padded Idro 2p,Underwear,"Bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
1476,351933046,0.02336766172072013,Kelly Lace Padded Idro 2p,Underwear,"Bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
1477,351933051,0.023895274287179677,Kelly Lace Padded Idro 2p,Underwear,"Bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
1478,351933052,0.023182428903764846,Kelly Lace Padded Idro 2p,Underwear,"Bras in cotton jersey with lace details and underwired, moulded, lightly padded cups that shape the bust and provide good support. Narrow adjustable shoulder straps and a narrow hook-and-eye fastening at the back."
1479,352811001,0.031590723365617364,ED Luna 5pkt,Garment Lower body,5-pocket trousers in stretch twill with a regular waist and slim legs.
1480,352811025,0.01933128453467429,Sara long (1),Garment Lower body,5-pocket trousers in stretch twill with a regular waist and slim legs.
1481,352811027,0.020322033898305,Sara long (1),Garment Lower body,5-pocket trousers in stretch twill with a regular waist and slim legs.
1482,352811033,0.0237118644067796,Sara long (1),Garment Lower body,5-pocket trousers in stretch twill with a regular waist and slim legs.
1483,352811039,0.021908797417271936,Sara long (1),Garment Lower body,5-pocket trousers in stretch twill with a regular waist and slim legs.
1484,354041001,0.0015399515738498,Flirty New years Aliceband,Accessories,"Alice band in metal with a ""PARTY TIME 2017"" text at the top."
1485,354246002,0.0067627118644067,Basic LS Raglan t-shirt,Garment Upper body,T-shirt in organic cotton jersey with long raglan sleeves in a contrasting colour and press-studs at the back of the neck.
1486,354246011,0.006598785732355099,Basic LS Raglan t-shirt,Garment Upper body,T-shirt in organic cotton jersey with long raglan sleeves in a contrasting colour and press-studs at the back of the neck.
1487,354246012,0.0069209039548021834,Basic LS Raglan t-shirt,Garment Upper body,T-shirt in organic cotton jersey with long raglan sleeves in a contrasting colour and press-studs at the back of the neck.
1488,354246014,0.009615314769975734,Basic LS Raglan t-shirt,Garment Upper body,T-shirt in organic cotton jersey with long raglan sleeves in a contrasting colour and press-studs at the back of the neck.
1489,354246017,0.007729343220338928,Basic LS Raglan t-shirt,Garment Upper body,T-shirt in organic cotton jersey with long raglan sleeves in a contrasting colour and press-studs at the back of the neck.
1490,354246018,0.0097711864406779,Basic LS Raglan t-shirt,Garment Upper body,T-shirt in organic cotton jersey with long raglan sleeves in a contrasting colour and press-studs at the back of the neck.
1491,354246019,0.009902542372881299,Basic LS Raglan t-shirt,Garment Upper body,T-shirt in organic cotton jersey with long raglan sleeves in a contrasting colour and press-studs at the back of the neck.
1492,354246021,0.009404358353510837,Basic LS Raglan t-shirt,Garment Upper body,T-shirt in organic cotton jersey with long raglan sleeves in a contrasting colour and press-studs at the back of the neck.
1493,354307004,0.048854048964218424,Akoni Flatshoe,Shoes,"Derby shoes with open lacing, fabric insoles, and imitation leather and fabric linings. Rubber soles."
1494,354307008,0.02923258003766472,Akoni Flatshoe,Shoes,"Derby shoes with open lacing, fabric insoles, and imitation leather and fabric linings. Rubber soles."
1495,355062002,0.007511908718289516,HW Garbo mask,Accessories,Fancy dress mask in moulded plastic with sequins and a glittery finish. Satin ribbon ties at the back.
1496,355062004,0.009607125562089185,HW Garbo mask,Accessories,Fancy dress mask in moulded plastic with sequins and a glittery finish. Satin ribbon ties at the back.
1497,355072001,0.007105953730186551,Anita Tank (1),Garment Upper body,Fitted vest top in soft jersey.
1498,355072002,0.006042586482883497,Anita Tank (1),Garment Upper body,Fitted vest top in soft jersey.
1499,355072003,0.00658309888149312,Anita Tank (1),Garment Upper body,Fitted vest top in soft jersey.
1500,355072004,0.0034130347054075498,Anita Tank (1),Garment Upper body,Fitted vest top in soft jersey.
1501,355072009,0.004502824858756999,Anita Tank (1),Garment Upper body,Fitted vest top in soft jersey.
1502,355072031,0.00186440677966094,Anita Tank (1),Garment Upper body,Fitted vest top in soft jersey.
1503,355072045,0.0007627118644067,Anita Tank (1),Garment Upper body,Fitted vest top in soft jersey.
1504,355307042,0.003487614080834412,Moa tanktop,Garment Upper body,Fitted vest top in soft stretch jersey.
1505,355307052,0.00281355932203385,Moa tanktop,Garment Upper body,Fitted vest top in soft stretch jersey.
1506,355307053,0.0031242465073398726,Moa tanktop,Garment Upper body,Fitted vest top in soft stretch jersey.
1507,355325001,0.018056892260282044,LUKE 2-pack L/S Rib BB,Garment Upper body,Long-sleeved T-shirts in ribbed organic cotton jersey with ribbed cuffs and an overlocked hem.
1508,355325003,0.01786791645266217,LUKE 2-pack L/S Rib BB,Garment Upper body,Long-sleeved T-shirts in ribbed organic cotton jersey with ribbed cuffs and an overlocked hem.
1509,355421003,0.035185381355932126,Colette dress,Garment Full body,"Short, gently fitted dress in a patterned weave with a small stand-up collar, covered buttons at the back, long sleeves with a flounce at the cuffs and a flounce at the hem. Jersey lining."
1510,355421004,0.029993155149934794,Colette dress,Garment Full body,"Short, gently fitted dress in a patterned weave with a small stand-up collar, covered buttons at the back, long sleeves with a flounce at the cuffs and a flounce at the hem. Jersey lining."
1511,355569001,0.006799298637252648,Nicky Long,Garment Upper body,"Long, fitted jersey top with narrow adjustable shoulder straps."
1512,355569002,0.005479903864858546,Nicky Long,Garment Upper body,"Long, fitted jersey top with narrow adjustable shoulder straps."
1513,355569004,0.006257166178518203,Nicky Long,Garment Upper body,"Long, fitted jersey top with narrow adjustable shoulder straps."
1514,355569005,0.005621168409664551,Nicky Long,Garment Upper body,"Long, fitted jersey top with narrow adjustable shoulder straps."
1515,355569011,0.0058324298359980235,Nicky Long,Garment Upper body,"Long, fitted jersey top with narrow adjustable shoulder straps."
1516,355569043,0.0035018236429950455,Nicky Long,Garment Upper body,"Long, fitted jersey top with narrow adjustable shoulder straps."
1517,355569046,0.005550195567144665,Nicky Long,Garment Upper body,"Long, fitted jersey top with narrow adjustable shoulder straps."
1518,356004013,0.027973365617433386,ZORROW CLEAN,Garment Upper body,"Top in sweatshirt fabric with long raglan sleeves, wrapover funnel collar with a drawstring, kangaroo pocket at the front and ribbing at the cuffs and hem. Soft brushed inside."
1519,356174004,0.016000498504486454,Space Treggings s5,Garment Lower body,"Treggings in superstretch twill with an elasticated waist, fake pockets at the front and real pockets at the back."
1520,356289005,0.02019973264729616,JESSY SKIRT,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1521,356289021,0.0188187515431426,JESSY SKIRT,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1522,356289059,0.01608474576271185,Jessy skirt,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1523,356289060,0.0050677966101694,Jessy skirt,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1524,356289064,0.0168050847457627,JESSY SKIRT,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1525,356289065,0.011671979087612739,Jessy skirt,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1526,356289068,0.018442292171105643,JESSY SKIRT,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1527,356289075,0.024364063013780475,JESSY SKIRT,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1528,356289076,0.01644321580712404,JESSY SKIRT,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1529,356289077,0.021944982942546116,JESSY SKIRT,Garment Lower body,Short skater skirt in soft fabric. Unlined.
1530,356438015,0.002137134052388259,Flirty Millie shell,Accessories,Hard smartphone case in printed transparent plastic. Fits iPhone 6/6s.
1531,356438016,0.002616222760290536,Flirty Millie shell,Accessories,Hard smartphone case in printed transparent plastic. Fits iPhone 6/6s.
1532,356438017,0.010012443681613335,Flirty Millie shell,Accessories,Hard smartphone case in printed transparent plastic. Fits iPhone 6/6s.
1533,356438023,0.004682485875706147,Flirty Millie shell,Accessories,Hard smartphone case in printed transparent plastic. Fits iPhone 6/6s.
1534,356693020,0.00393220338983045,Gigi fake suede p cap,Accessories,Cap in imitation suede with no fastener. Lined.
1535,357130011,0.010380704041720954,MIMMI,Garment Upper body,Tops in organic cotton jersey with elastication and gathers at the neck and short puff sleeves.
1536,357130017,0.011574387947269267,MIMMI,Garment Upper body,Tops in organic cotton jersey with elastication and gathers at the neck and short puff sleeves.
1537,357751001,0.007653753026634324,Basic Endless hoop,Accessories,Metal earrings in various sizes. Diameter from 2.3 cm to 7.6 cm.
1538,357751002,0.00813682838125295,Basic Endless hoop,Accessories,Metal earrings in various sizes. Diameter from 2.3 cm to 7.6 cm.
1539,357751003,0.006999369659616135,Basic Endless hoop,Accessories,Metal earrings in various sizes. Diameter from 2.3 cm to 7.6 cm.
1540,357792003,0.010097939417897862,Alessa cat sunglasses,Accessories,"Sunglasses with plastic frames, metal side pieces and UV-protective, tinted lenses."
1541,357792004,0.01146311843286336,Alessa cat sunglasses,Accessories,"Sunglasses with plastic frames, metal side pieces and UV-protective, tinted lenses."
1542,357792007,0.008990348399246655,Cool Alessa Cat,Accessories,"Sunglasses with plastic frames, metal side pieces and UV-protective, tinted lenses."
1543,357792008,0.007987598181066495,Cool Alessa Cat,Accessories,"Sunglasses with plastic frames, metal side pieces and UV-protective, tinted lenses."
1544,357792009,0.012116018142754804,Cool Alessa Cat,Accessories,"Sunglasses with plastic frames, metal side pieces and UV-protective, tinted lenses."
1545,357792011,0.0155871902037291,Alessa cat sunglasses,Accessories,"Sunglasses with plastic frames, metal side pieces and UV-protective, tinted lenses."
1546,358254004,0.03214971751412428,Mandy shorts,Garment Lower body,"Short shorts in a patterned viscose weave with pleats at the top, elastication at the back of the waistband, side pockets and wide legs."
1547,358383017,0.012697996918335869,Cap Eazy Suede Peak App,Accessories,Cap in woven fabric with an appliqué on the front and an adjustable plastic fastener at the back.
1548,358383021,0.007924499229583918,Cap Eazy Suede Peak App,Accessories,Cap in woven fabric with an appliqué on the front and an adjustable plastic fastener at the back.
1549,358483006,0.02024780829924018,Stressan light knit jumper,Garment Upper body,"Jumper in a light, fine, soft knit with long sleeves, raw edges and a rounded hem. Slightly longer at the back."
1550,358483007,0.019047805302042524,Stressan light knit jumper,Garment Upper body,"Jumper in a light, fine, soft knit with long sleeves, raw edges and a rounded hem. Slightly longer at the back."
1551,358483009,0.0162542372881355,Stressan light knit jumper,Garment Upper body,"Jumper in a light, fine, soft knit with long sleeves, raw edges and a rounded hem. Slightly longer at the back."
1552,358483013,0.0237118644067796,Stressan light knit jumper,Garment Upper body,"Jumper in a light, fine, soft knit with long sleeves, raw edges and a rounded hem. Slightly longer at the back."
1553,358753001,0.007210441240204686,Basic Ronaldo necklace,Accessories,"Thin metal chain necklace with a round metal pendant. Adjustable length, 40-46 cm."
1554,358753005,0.0074950811021346035,Basic Ronaldo necklace,Accessories,"Thin metal chain necklace with a round metal pendant. Adjustable length, 40-46 cm."
1555,359043005,0.006254237288135511,Basic cotton terry shorts,Garment Lower body,Shorts in lightweight organic cotton sweatshirt fabric with an elasticated drawstring waist.
1556,359043006,0.008457627118644,Basic cotton terry shorts,Garment Lower body,Shorts in lightweight organic cotton sweatshirt fabric with an elasticated drawstring waist.
1557,359043007,0.00708405396056722,Basic cotton terry shorts,Garment Lower body,Shorts in lightweight organic cotton sweatshirt fabric with an elasticated drawstring waist.
1558,359043008,0.0062110442864952995,Basic cotton terry shorts,Garment Lower body,Shorts in lightweight organic cotton sweatshirt fabric with an elasticated drawstring waist.
1559,359504016,0.01635593220338982,Viola trs (W),Nightwear,"Patterned pyjama bottoms in a soft, airy cotton weave with an elasticated drawstring waist and wide, straight legs."
1560,359504019,0.020596431757359455,Viola trs (W),Nightwear,"Patterned pyjama bottoms in a soft, airy cotton weave with an elasticated drawstring waist and wide, straight legs."
1561,359804002,0.0024116222760290143,SOFIE THIN BEANIE,Accessories,Fine-knit hat in soft yarn with a roll edge.
1562,359804013,0.003356478950246032,SOFIE THIN BEANIE,Accessories,Fine-knit hat in soft yarn with a roll edge.
1563,359909001,0.009332152795345256,Solid Paco,Accessories,Scarf in a soft weave with fringes on the short sides. Size 80x200 cm.
1564,359909015,0.009745911388641039,Solid Paco,Accessories,Scarf in a soft weave with fringes on the short sides. Size 80x200 cm.
1565,359909030,0.0062764830508474255,Solid Paco,Accessories,Scarf in a soft weave with fringes on the short sides. Size 80x200 cm.
1566,359909035,0.0084661016949152,Solid Paco,Accessories,Scarf in a soft weave with fringes on the short sides. Size 80x200 cm.
1567,360295023,0.0229209039548022,Kardashian shopper,Accessories,"Soft shopper with two handles and a magnetic fastener at the top, and one zipped inner compartment. Size 19x30x39 cm."
1568,360859003,0.04322178917792074,Chelsea welldressed blazer,Garment Upper body,Classic jacket in woven fabric containing some wool with a chest pocket and flap front pockets. Decorative buttons at the cuffs and a single back vent. Lined.
1569,360859004,0.03688488700564966,Chelsea welldressed blazer,Garment Upper body,Classic jacket in woven fabric containing some wool with a chest pocket and flap front pockets. Decorative buttons at the cuffs and a single back vent. Lined.
1570,360859006,0.04425161136309375,Chelsea welldressed blazer,Garment Upper body,Classic jacket in woven fabric containing some wool with a chest pocket and flap front pockets. Decorative buttons at the cuffs and a single back vent. Lined.
1571,360950004,0.00917126527394557,Sunglasses Edward,Accessories,"Sunglasses with plastic and metal frames and UV-protective, tinted lenses."
1572,360950007,0.01062872013879617,Sunglasses Edward,Accessories,"Sunglasses with plastic and metal frames and UV-protective, tinted lenses."
1573,360950008,0.008932885906040218,Sunglasses Edward,Accessories,"Sunglasses with plastic and metal frames and UV-protective, tinted lenses."
1574,360950014,0.008010248324793016,Sunglasses Edward,Accessories,"Sunglasses with plastic and metal frames and UV-protective, tinted lenses."
1575,360950016,0.012913740920096815,Sunglasses Edward,Accessories,"Sunglasses with plastic and metal frames and UV-protective, tinted lenses."
1576,361401005,0.01297048853439677,Chloe 3/4 AOP,Garment Upper body,Top in patterned jersey with a boat neck and 3/4-length sleeves.
1577,361467024,0.0118474576271186,Claire S/S,Garment Upper body,Top in soft jersey with short raglan sleeves with sewn-in turn-ups.
1578,361467033,0.0080508474576271,Claire S/S,Garment Upper body,Top in soft jersey with short raglan sleeves with sewn-in turn-ups.
1579,361467035,0.0135423728813559,Claire S/S,Garment Upper body,Top in soft jersey with short raglan sleeves with sewn-in turn-ups.
1580,361467038,0.0118474576271186,Claire S/S,Garment Upper body,Top in soft jersey with short raglan sleeves with sewn-in turn-ups.
1581,361531002,0.008711251786808202,Sunglasses Raymond Aviator,Accessories,"Aviator-style,tinted sunglasses with metal and plastic frames and UV-protective, tinted lenses."
1582,361531003,0.0028220338983050357,Sunglasses Raymond Aviator,Accessories,"Aviator-style,tinted sunglasses with metal and plastic frames and UV-protective, tinted lenses."
1583,361531005,0.0050677966101694,Raymond aviator,Accessories,"Aviator-style,tinted sunglasses with metal and plastic frames and UV-protective, tinted lenses."
1584,361531012,0.012998567677249903,Sunglasses Raymond Aviator,Accessories,"Aviator-style,tinted sunglasses with metal and plastic frames and UV-protective, tinted lenses."
1585,362219001,0.0159018376449598,Mama Support 30 den 1p Tights,Socks & Tights,"Tights that provide support for the tummy, thighs and calves as well as encouraging circulation in the legs. Elasticated waist and extra space for a growing tummy. 30 denier."
1586,362219002,0.017291377810580648,Mama Support 30 den 1p Tights,Socks & Tights,"Tights that provide support for the tummy, thighs and calves as well as encouraging circulation in the legs. Elasticated waist and extra space for a growing tummy. 30 denier."
1587,362931024,0.0084745762711864,WAFFLE L/S CTN basic,Garment Upper body,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
1588,362931025,0.011864406779661,WAFFLE L/S CTN basic,Garment Upper body,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
1589,362931027,0.017249152542372803,WAFFLE L/S CTN basic,Garment Upper body,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
1590,362931028,0.01252542372881354,WAFFLE L/S CTN basic,Garment Upper body,Long-sleeved T-shirt in waffled cotton jersey with ribbed cuffs.
1591,362997001,0.012248073959938318,Miami tanktop,Garment Upper body,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
1592,362997005,0.013568870852231997,Miami tanktop,Garment Upper body,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
1593,362997008,0.0067627118644067,Miami tanktop,Garment Upper body,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
1594,362997009,0.0156610169491525,Miami tanktop,Garment Upper body,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
1595,362997010,0.013128946493851743,Miami tanktop,Garment Upper body,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
1596,362997011,0.012933987511150722,Miami tanktop,Garment Upper body,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
1597,362997012,0.015033898305084715,Miami tanktop,Garment Upper body,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
1598,362997013,0.015224105461393557,Miami tanktop,Garment Upper body,Sports vest top in fast-drying functional fabric with a racer back that has a rubber print and ventilating hole pattern.
1599,364297017,0.007134382566585893,SWEATPANTS OC,Garment Lower body,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
1600,364297018,0.006672881355932147,SWEATPANTS OC,Garment Lower body,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
1601,364297025,0.007156779661016875,SWEATPANTS OC,Garment Lower body,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
1602,364297029,0.008371847871021021,SWEATPANTS OC,Garment Lower body,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
1603,364297030,0.008774387947269256,SWEATPANTS OC,Garment Lower body,Trousers in sweatshirt fabric made from organic cotton with an elasticated drawstring waist and ribbed hems. Soft brushed inside.
1604,364409028,0.00622033898305078,Sybil sleeping mask,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
1605,364409033,0.00794469223907221,Sybil sleeping mask,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
1606,364409038,0.008599811676082817,Sybil sleeping mask,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
1607,364409039,0.005142251815980585,Sybil sleeping mask,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
1608,364409044,0.008907851954341005,SYBIL sleeping mask,Accessories,Padded sleep mask with an elastic strap at the back. Polyester lining.
1609,365025018,0.006610169491525357,Petra fancy shorttop 2p,Underwear,Cotton jersey crop tops with narrow shoulder straps and a racer back.
1610,365058001,0.0135593220338983,Shorts-Sliq-Cut-Off-Bright-Na,Garment Lower body,"5-pocket low-rise shorts in washed denim with hard-worn details, a button fly and sewn-in turn-ups at the hems."
1611,365102023,0.0064579105492885164,Urban USB cable,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
1612,365102032,0.006731895223420568,Urban USB cable,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
1613,365102037,0.0050677966101694,Urban USB cable,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
1614,365102042,0.0016779661016949,Urban USB cable,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
1615,365102043,0.01009717514124288,Urban USB cable,Accessories,"Fabric-covered, USB 2.0 charging cable suitable for iPhones 5/5c/5s and iPhone 6/6s. Length 1 m. The cable is only for charging and synchronisation via a computer."
1616,365439048,0.00455932203389825,Lawrence training sock,Socks & Tights,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
1617,365439051,0.00466440677966094,Lawrence training sock,Socks & Tights,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
1618,365439052,0.008576271186440635,Lawrence training sock,Socks & Tights,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
1619,365439057,0.012648910411622239,Lawrence training sock,Socks & Tights,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
1620,365439058,0.01086312275295321,Lawrence training sock,Socks & Tights,Sports socks in fast-drying functional fabric with ventilating hole-knit sections over the feet. The polyester content of the socks is recycled.
1621,365592009,0.013372881355932169,MIKKI SLIP ON SNEAKER,Shoes,"Slip-on trainers with elastic gores in the sides, a loop at the back, fabric linings and insoles and rubber soles."
1622,366686001,0.012082601592811878,Tail tee,Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1623,366686005,0.013463974742439311,Tail tee,Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1624,366686011,0.014016622421890905,Tail tee,Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1625,366686017,0.017799031476997487,Tail tee (1),Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1626,366686018,0.017461864406779576,Tail tee (1),Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1627,366686020,0.0169322033898305,Tail tee (1),Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1628,366686022,0.02087472365512155,Tail tee,Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1629,366686023,0.01847016949152539,Tail tee,Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1630,366686024,0.01653128664321497,Tail tee,Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1631,366686025,0.017462887200467538,Tail tee,Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1632,366686026,0.020240088430361042,Tail tee,Garment Upper body,"Long T-shirt in hard-washed slub cotton jersey with raw, roll edges and short sleeves with sewn-in turn-ups. Longer at the back."
1633,366859017,0.02238614282674981,Reggie chino shorts,Garment Lower body,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
1634,366859020,0.026489104116222684,Reggie chino shorts,Garment Lower body,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
1635,366859023,0.025556183301945947,Reggie chino shorts,Garment Lower body,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
1636,366859024,0.0230508474576271,Reggie solid chino shorts,Garment Lower body,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
1637,366859031,0.021988700564971684,Reggie chino shorts,Garment Lower body,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
1638,366859032,0.0203389830508474,Reggie chino shorts,Garment Lower body,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
1639,366859033,0.02533757062146888,Reggie chino shorts,Garment Lower body,"Chino shorts in washed cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets. Regular fit."
