,item,similar_items
1359,344956011,"[344956011, 377436002, 332055004, 344956026, 356438015]"
1360,344956021,"[344956021, 356438016, 377436011, 377436014, 486462004]"
1361,344956023,"[344956023, 356438023, 356438017, 466006006, 377436011]"
1362,344956026,"[344956026, 377436002, 344956011, 356438015, 332055004]"
1363,345815002,"[347975001, 348330045, 345830036, 348330041, 348330043]"
1364,345830024,"[146706001, 483645004, 483645007, 348330027, 348330031]"
1365,345830025,"[345830029, 472064004, 472064021, 345830037, 462435006]"
1366,345830027,"[345830027, 348330049, 472064022, 348330033, 472064015]"
1367,345830028,"[345830028, 345830031, 345830025, 345830029, 348995027]"
1368,345830029,"[345830029, 472064004, 472064021, 462435006, 345830037]"
1369,345830031,"[345830028, 345830031, 345830025, 345830029, 348995027]"
1370,345830036,"[345830036, 348330041, 348330045, 348330043, 347975001]"
1371,345830037,"[345830036, 348330041, 348330045, 348330043, 347975001]"
1372,345922004,"[345922004, 345922005, 300637004, 391032009, 391032010]"
1373,345922005,"[345922005, 345922004, 391032009, 391032010, 425173001]"
1374,345922011,"[345922011, 345922004, 345922005, 451720010, 300637004]"
1375,346539014,"[346539014, 346539021, 346539015, 408575003, 217727002]"
1376,346539015,"[346539015, 408575003, 217727002, 346539021, 480076008]"
1377,346539017,"[346539015, 408575003, 346539021, 217727002, 480076008]"
1378,346539021,"[346539021, 346539014, 346539015, 408575003, 217727002]"
1379,347182012,"[347182012, 446367002, 481696002, 481696001, 338016001]"
1380,347200001,"[347200001, 464610002, 464610001, 338016009, 338016003]"
1381,347975001,"[347975001, 345830036, 348330041, 348330045, 348330043]"
1382,347983037,"[347983037, 347983039, 112679052, 487275010, 487275019]"
1383,347983038,"[347983039, 347983037, 487275010, 347983043, 347983047]"
1384,347983039,"[347983039, 347983037, 112679052, 347983038, 487275010]"
1385,347983042,"[347983043, 487275022, 347983047, 312058003, 112679048]"
1386,347983043,"[347983043, 487275022, 347983047, 312058003, 112679048]"
1387,347983047,"[347983047, 347983043, 487275022, 112679048, 487275012]"
1388,348168005,"[348168005, 480516001, 309864016, 309864012, 309864010]"
1389,348330026,"[348330042, 348330033, 472064013, 472064020, 472064022]"
1390,348330027,"[348330027, 146706001, 483645004, 483645007, 348330031]"
1391,348330031,"[348330031, 348330027, 483645004, 483645007, 146706001]"
1392,348330033,"[348330033, 348330042, 462435014, 462435032, 462435006]"
1393,348330037,"[348330041, 345830036, 348330045, 348330043, 347975001]"
1394,348330039,"[348330043, 348330041, 345830036, 348330045, 347975001]"
1395,348330041,"[348330041, 345830036, 348330045, 348330043, 347975001]"
1396,348330042,"[348330042, 348330033, 472064013, 472064020, 348995027]"
1397,348330043,"[348330043, 348330041, 345830036, 348330045, 347975001]"
1398,348330044,"[348330042, 348330033, 472064013, 472064020, 348995027]"
1399,348330045,"[348330045, 345830036, 348330041, 348330043, 347975001]"
1400,348330048,"[348330041, 345830036, 348330043, 348330045, 347975001]"
1401,348330049,"[348330042, 348330033, 472064013, 472064020, 472064022]"
1402,348442015,"[348442015, 445358012, 294008047, 294008056, 294008005]"
1403,348870001,"[348870001, 348870008, 348870009, 348870011, 348870006]"
1404,348870006,"[348870006, 348870008, 348870009, 348870011, 348870001]"
1405,348870008,"[348870008, 348870009, 348870011, 348870006, 348870001]"
1406,348870009,"[348870009, 348870011, 348870008, 348870006, 348870001]"
1407,348870011,"[348870009, 348870011, 348870008, 348870006, 348870001]"
1408,348995024,"[472064020, 472064013, 462435006, 348995027, 462435014]"
1409,348995027,"[472064004, 472064021, 345830029, 472064022, 472064019]"
1410,348995028,"[472064016, 147339034, 348330045, 345830036, 348330041]"
1411,349080001,"[349080001, 156227001, 156231001, 156227002, 156224001]"
1412,349301001,"[349301001, 349301025, 349301045, 349301047, 349301041]"
1413,349301010,"[349301010, 349301014, 349301016, 349301023, 349301011]"
1414,349301011,"[349301011, 349301023, 349301016, 349301014, 453741002]"
1415,349301014,"[349301014, 349301010, 349301016, 349301011, 349301023]"
1416,349301016,"[349301016, 349301011, 349301023, 349301014, 349301010]"
1417,349301022,"[349301032, 349301024, 349301029, 349301025, 349301001]"
1418,349301023,"[349301023, 349301011, 349301016, 349301014, 453741002]"
1419,349301024,"[349301024, 349301029, 349301048, 349301022, 349301032]"
1420,349301025,"[349301025, 349301001, 349301047, 349301041, 349301040]"
1421,349301028,"[349301028, 349301029, 349301024, 349301048, 349301022]"
1422,349301029,"[349301029, 349301024, 349301028, 349301030, 349301032]"
1423,349301030,"[349301030, 349301040, 349301047, 349301041, 349301045]"
1424,349301032,"[349301032, 349301024, 349301029, 349301025, 349301001]"
1425,349301040,"[349301040, 349301041, 349301047, 349301045, 349301030]"
1426,349301041,"[349301041, 349301047, 349301040, 349301045, 349301025]"
1427,349301045,"[349301045, 349301047, 349301041, 349301040, 349301001]"
1428,349301046,"[349301045, 349301047, 349301041, 349301040, 349301001]"
1429,349301047,"[349301047, 349301041, 349301040, 349301045, 349301025]"
1430,349301048,"[349301024, 349301032, 349301001, 349301025, 349301030]"
1431,349669005,"[349669007, 349669008, 473507001, 471566003, 471566005]"
1432,349669006,"[349669008, 349669007, 473507001, 471566003, 471566005]"
1433,349669007,"[349669007, 349669008, 473507001, 471566003, 471566005]"
1434,349669008,"[349669008, 349669007, 473507001, 471566003, 471566005]"
1435,350082029,"[350082029, 350082031, 350082034, 186372011, 237222001]"
1436,350082031,"[350082031, 350082029, 350082034, 186372011, 237222012]"
1437,350082034,"[350082034, 350082031, 350082029, 186372011, 237222012]"
1438,350135015,"[350135015, 350135017, 377239008, 277738012, 254457037]"
1439,350135017,"[350135015, 350135017, 377239008, 277738012, 254457037]"
1440,350135018,"[318951002, 318951025, 404864030, 290519008, 318951018]"
1441,350911001,"[350911001, 350911010, 350911006, 350911012, 408884003]"
1442,350911002,"[350911002, 396690014, 318238001, 350911007, 396690001]"
1443,350911004,"[350911004, 350911009, 350911008, 350911007, 350911002]"
1444,350911006,"[350911006, 350911010, 350911001, 350911012, 315795005]"
1445,350911007,"[350911007, 350911008, 350911002, 350911009, 350911004]"
1446,350911008,"[350911008, 350911009, 350911004, 350911007, 350911002]"
1447,350911009,"[350911009, 350911004, 350911008, 350911007, 350911002]"
1448,350911010,"[350911010, 350911006, 350911001, 350911012, 315795005]"
1449,350911012,"[350911012, 350911006, 350911010, 350911001, 315795001]"
1450,351098028,"[351098028, 351098032, 315509036, 315509024, 315509032]"
1451,351098032,"[351098032, 351098028, 315509036, 315509024, 315509032]"
1452,351182003,"[351182003, 351182006, 295873003, 300696001, 299841004]"
1453,351182006,"[351182003, 351182006, 295873003, 300696001, 299841004]"
1454,351332007,"[351332007, 488555002, 474123003, 474123014, 474123015]"
1455,351462009,"[458543003, 485688015, 445400022, 485553004, 485546026]"
1456,351484002,"[458543003, 485688015, 474915001, 485546026, 474915002]"
1457,351484009,"[458543003, 485688015, 485546026, 445400022, 474915002]"
1458,351484012,"[458543003, 485688015, 445400022, 485546026, 474915002]"
1459,351484013,"[458543003, 485688015, 485546026, 474915001, 445400022]"
1460,351484014,"[458543003, 485688015, 485546026, 445400022, 474915002]"
1461,351484026,"[351484037, 351484027, 351484009, 351484028, 425217008]"
1462,351484027,"[458543003, 485688015, 485546026, 445400022, 474915002]"
1463,351484028,"[458543003, 485688015, 485546026, 474915001, 474915002]"
1464,351484033,"[458543003, 485688015, 474915001, 485546026, 474915002]"
1465,351484034,"[458543003, 485688015, 485546026, 474915001, 445400022]"
1466,351484037,"[458543003, 485688015, 485546026, 474915002, 445400022]"
1467,351484039,"[351484037, 351484027, 351484009, 425217008, 351484028]"
1468,351484041,"[458543003, 485688015, 485546026, 474915001, 474915002]"
1469,351484042,"[458543003, 485688015, 485546026, 445400022, 474915002]"
1470,351771044,"[351771044, 351771048, 453828001, 477970001, 453828003]"
1471,351771048,"[351771044, 351771048, 453828001, 477970001, 453828003]"
1472,351914028,"[351914028, 351914044, 412964023, 412964016, 181448102]"
1473,351914044,"[351914044, 351914028, 412964023, 412964016, 181448102]"
1474,351933001,"[325087002, 351933029, 325087036, 351933038, 325087045]"
1475,351933029,"[351933029, 325087002, 325087036, 351933038, 325087045]"
1476,351933038,"[351933038, 351933029, 325087036, 325087002, 325087045]"
1477,351933041,"[351933041, 351933046, 351933052, 325087043, 325087044]"
1478,351933046,"[325087045, 325087002, 351933038, 351933029, 325087036]"
1479,351933051,"[351933029, 325087002, 325087036, 351933038, 325087045]"
1480,351933052,"[325087045, 351933029, 325087002, 351933038, 325087036]"
1481,352811001,"[352811001, 368979001, 336881001, 407040001, 294008009]"
1482,352811025,"[352811025, 352811033, 299668017, 352811027, 352811039]"
1483,352811027,"[352811027, 352811025, 299668017, 352811033, 352811039]"
1484,352811033,"[352811033, 352811025, 299668017, 352811027, 352811039]"
1485,352811039,"[352811039, 299668015, 299668018, 352811025, 352811027]"
1486,354041001,"[378719001, 292453013, 296375018, 342840001, 478641007]"
1487,354246002,"[354246002, 354246021, 318951022, 318951023, 290519014]"
1488,354246011,"[318951032, 318951025, 318951018, 318951002, 404864030]"
1489,354246012,"[354246017, 254457039, 354246002, 354246021, 404864012]"
1490,354246014,"[256096023, 318951025, 318951032, 319811024, 290519008]"
1491,354246017,"[354246017, 290519017, 318951022, 318951023, 254457039]"
1492,354246018,"[354246021, 354246002, 318951022, 318951023, 290519014]"
1493,354246019,"[354246021, 354246002, 318951022, 318951023, 290519011]"
1494,354246021,"[354246021, 354246002, 318951022, 318951023, 290519014]"
1495,354307004,"[354307004, 354307008, 264713028, 264713001, 179950001]"
1496,354307008,"[354307008, 264713028, 354307004, 264713001, 179950002]"
1497,355062002,"[355062002, 355062004, 402382004, 402382009, 402382012]"
1498,355062004,"[355062004, 355062002, 402382004, 402382009, 402382008]"
1499,355072001,"[355072001, 355072002, 355072003, 484406007, 454602005]"
1500,355072002,"[355072002, 355072001, 355072003, 484406007, 454602005]"
1501,355072003,"[355072003, 355072001, 355072002, 484406007, 454602005]"
1502,355072004,"[355072004, 355072031, 355072009, 212629040, 212629032]"
1503,355072009,"[355072009, 355072004, 355072031, 355072045, 212629032]"
1504,355072031,"[355072031, 355072004, 355072009, 212629040, 212629032]"
1505,355072045,"[355072045, 212629031, 355072009, 355072004, 355072031]"
1506,355307042,"[355307042, 355307053, 355307052, 434429007, 243613004]"
1507,355307052,"[355307052, 189955076, 481550003, 355307042, 410624005]"
1508,355307053,"[355307053, 355307042, 434429007, 243613004, 438499003]"
1509,355325001,"[355325001, 355325003, 265071012, 265071022, 265071021]"
1510,355325003,"[355325003, 355325001, 265071012, 265071022, 265071021]"
1511,355421003,"[355421003, 406979005, 355421004, 406979007, 424254005]"
1512,355421004,"[355421004, 457292019, 457292020, 406979005, 406979007]"
1513,355569001,"[355569001, 355569002, 355569043, 355569046, 355569011]"
1514,355569002,"[355569002, 355569043, 355569046, 355569001, 355569011]"
1515,355569004,"[355569004, 355569005, 410624005, 477834005, 189955076]"
1516,355569005,"[355569005, 355569004, 355569011, 355569001, 355569002]"
1517,355569011,"[355569011, 355569002, 355569043, 355569046, 355569001]"
1518,355569043,"[355569043, 355569046, 355569002, 355569001, 355569011]"
1519,355569046,"[355569043, 355569046, 355569002, 355569001, 355569011]"
1520,356004013,"[356004013, 342954024, 362931028, 302311022, 362931024]"
1521,356174004,"[356174004, 455491010, 399256037, 399256019, 485950005]"
1522,356289005,"[356289005, 356289021, 356289075, 356289068, 356289077]"
1523,356289021,"[356289005, 356289021, 356289075, 356289068, 356289077]"
1524,356289059,"[356289059, 356289060, 356289065, 356289068, 356289005]"
1525,356289060,"[356289060, 356289059, 356289065, 356289005, 356289021]"
1526,356289064,"[356289064, 356289005, 356289021, 356289075, 356289068]"
1527,356289065,"[356289065, 356289060, 356289059, 356289077, 356289005]"
1528,356289068,"[356289068, 356289005, 356289021, 356289075, 356289077]"
1529,356289075,"[356289005, 356289021, 356289075, 356289068, 356289077]"
1530,356289076,"[356289076, 356289064, 356289005, 356289021, 356289075]"
1531,356289077,"[356289077, 356289005, 356289021, 356289075, 356289068]"
1532,356438015,"[356438015, 377436002, 344956011, 332055004, 344956026]"
1533,356438016,"[356438016, 486462004, 377436014, 481540003, 344956021]"
1534,356438017,"[356438016, 377436011, 344956021, 377436014, 486462004]"
1535,356438023,"[356438016, 377436011, 344956021, 486462004, 377436014]"
1536,356693020,"[356693020, 349301024, 349301029, 349301048, 349301022]"
1537,357130011,"[357130011, 395730022, 395730028, 478675041, 395658039]"
1538,357130017,"[357130017, 395730018, 395730029, 395730016, 395730030]"
1539,357751001,"[478646001, 186262013, 214844002, 214844008, 386463006]"
1540,357751002,"[478646001, 186262013, 214844002, 214844008, 386463006]"
1541,357751003,"[478646001, 214844008, 214844002, 186262013, 386463006]"
1542,357792003,"[357792003, 357792004, 357792011, 270382004, 270382001]"
1543,357792004,"[357792004, 357792011, 357792003, 270382001, 270382004]"
1544,357792007,"[357792007, 220365001, 215303001, 438147002, 220365007]"
1545,357792008,"[357792008, 369796023, 369796026, 270381007, 357792009]"
1546,357792009,"[357792009, 369796023, 220365007, 357792008, 270381013]"
1547,357792011,"[357792011, 357792004, 357792003, 270382001, 270382004]"
1548,358254004,"[358254004, 470478003, 456007001, 482207006, 482207013]"
1549,358383017,"[358383017, 318238001, 396690001, 396690014, 350911002]"
1550,358383021,"[358383021, 480812001, 391032005, 480812007, 391032007]"
1551,358483006,"[358483006, 358483007, 358483013, 358483009, 256151014]"
1552,358483007,"[358483007, 358483009, 358483006, 358483013, 256151015]"
1553,358483009,"[358483009, 358483007, 358483013, 358483006, 256151015]"
1554,358483013,"[358483013, 358483009, 358483006, 358483007, 256151014]"
1555,358753001,"[478646001, 186262013, 214844002, 214844008, 386463006]"
1556,358753005,"[478646001, 186262013, 214844002, 214844008, 386463006]"
1557,359043005,"[277738011, 318951022, 318951023, 354246021, 354246002]"
1558,359043006,"[404864030, 318951018, 318951025, 290519008, 318951002]"
1559,359043007,"[277738011, 290519014, 354246021, 354246002, 254457039]"
1560,359043008,"[404864030, 318951032, 318951018, 318951025, 290519008]"
1561,359504016,"[359504016, 359504019, 425242005, 370868012, 478279004]"
1562,359504019,"[359504019, 359504016, 425242005, 370868012, 478279004]"
1563,359804002,"[292551014, 292551001, 468977001, 447596001, 398959003]"
1564,359804013,"[292551014, 292551001, 468977001, 489435014, 447596001]"
1565,359909001,"[398959003, 364409033, 292551001, 482643001, 292551012]"
1566,359909015,"[398959003, 364409033, 292551001, 482643001, 292551012]"
1567,359909030,"[398959003, 364409033, 292551012, 292551001, 289597012]"
1568,359909035,"[398959003, 364409033, 292551012, 292551001, 289597012]"
1569,360295023,"[360295023, 474915001, 318066004, 318066006, 318066014]"
1570,360859003,"[360859003, 456245002, 360859006, 456245004, 360859004]"
1571,360859004,"[360859004, 291957007, 360859006, 456245004, 291957009]"
1572,360859006,"[360859006, 456245004, 291957009, 360859004, 291957007]"
1573,360950004,"[360950004, 360950016, 406724023, 406724020, 406724027]"
1574,360950007,"[360950007, 360950008, 360950014, 370737001, 406724002]"
1575,360950008,"[360950007, 360950008, 360950014, 370737001, 406724002]"
1576,360950014,"[360950007, 360950008, 360950014, 370737001, 406724002]"
1577,360950016,"[360950004, 360950016, 406724023, 406724020, 406724027]"
1578,361401005,"[361401005, 361467024, 361467038, 294008050, 294008040]"
1579,361467024,"[361467024, 361401005, 361467038, 294008050, 294008040]"
1580,361467033,"[361467033, 361467035, 361467038, 294008044, 294008036]"
1581,361467035,"[361467035, 361467033, 361467038, 294008044, 361467024]"
1582,361467038,"[361467038, 361467024, 361467035, 361401005, 361467033]"
1583,361531002,"[361531002, 406724001, 406724012, 406724016, 406724024]"
1584,361531003,"[361531003, 361531012, 394292001, 394292002, 406724002]"
1585,361531005,"[361531005, 322322016, 315987015, 485241012, 465816001]"
1586,361531012,"[361531003, 361531012, 394292001, 394292002, 406724002]"
1587,362219001,"[362219001, 362219002, 341129001, 215589001, 215589002]"
1588,362219002,"[362219002, 341129001, 215589001, 215589002, 362219001]"
1589,362931024,"[362931024, 362931028, 302311022, 302311024, 362931025]"
1590,362931025,"[362931025, 302311026, 362931027, 233672016, 362931024]"
1591,362931027,"[362931027, 362931025, 302311026, 302311024, 362931024]"
1592,362931028,"[362931028, 362931024, 302311022, 302311024, 362931025]"
1593,362997001,"[362997001, 362997005, 362997012, 403844001, 403844007]"
1594,362997005,"[362997005, 362997001, 362997012, 403844001, 403844007]"
1595,362997008,"[362997008, 362997011, 362997013, 362997009, 362997010]"
1596,362997009,"[362997009, 362997013, 362997008, 362997011, 362997010]"
1597,362997010,"[362997010, 362997008, 362997011, 362997012, 362997009]"
1598,362997011,"[362997008, 362997011, 362997013, 362997009, 362997010]"
1599,362997012,"[362997012, 362997001, 362997005, 362997010, 362997008]"
1600,362997013,"[362997013, 362997009, 362997008, 362997011, 362997010]"
1601,364297017,"[364297017, 364297030, 487275010, 487275019, 487275023]"
1602,364297018,"[364297018, 364297029, 312058003, 487275012, 487275022]"
1603,364297025,"[364297018, 364297029, 487275022, 347983043, 112679048]"
1604,364297029,"[364297029, 364297018, 487275012, 312058003, 112679048]"
1605,364297030,"[364297030, 364297017, 487275010, 487275019, 487275023]"
1606,364409028,"[398959003, 364409039, 359909015, 428291003, 365102037]"
1607,364409033,"[398959003, 364409039, 359909015, 428291003, 365102023]"
1608,364409038,"[398959003, 364409039, 359909015, 428291003, 365102037]"
1609,364409039,"[364409039, 398959003, 428291003, 365102023, 365102032]"
1610,364409044,"[292551001, 292551014, 468977001, 447596001, 489435014]"
1611,365025018,"[365025018, 291338032, 291338035, 395864046, 327144039]"
1612,365058001,"[365058001, 451229049, 427159006, 427159023, 397068001]"
1613,365102023,"[365102023, 365102042, 365102037, 289597012, 289597016]"
1614,365102032,"[365102023, 365102042, 365102037, 289597012, 289597016]"
1615,365102037,"[365102037, 365102023, 289597012, 365102042, 289597016]"
1616,365102042,"[365102042, 365102023, 365102037, 289597012, 289597016]"
1617,365102043,"[365102037, 365102023, 365102042, 289597012, 289597016]"
1618,365439048,"[365439048, 365439058, 365439052, 365439051, 365439057]"
1619,365439051,"[365439051, 365439057, 365439052, 365439048, 365439058]"
1620,365439052,"[365439052, 365439058, 365439048, 365439051, 365439057]"
1621,365439057,"[365439057, 365439051, 365439048, 365439052, 282832019]"
1622,365439058,"[365439058, 365439052, 365439048, 365439051, 282832001]"
1623,365592009,"[365592009, 482667001, 482667002, 478022003, 483082002]"
1624,366686001,"[366686001, 366686005, 366686011, 366686017, 366686020]"
1625,366686005,"[366686005, 366686001, 366686011, 366686017, 366686020]"
1626,366686011,"[366686011, 366686005, 366686001, 366686017, 366686020]"
1627,366686017,"[366686017, 366686001, 366686005, 366686018, 366686011]"
1628,366686018,"[366686018, 366686017, 366686001, 366686005, 366686011]"
1629,366686020,"[366686020, 366686001, 366686005, 366686017, 366686011]"
1630,366686022,"[366686022, 366686023, 366686024, 366686025, 366686011]"
1631,366686023,"[366686023, 366686022, 366686025, 366686024, 366686026]"
1632,366686024,"[366686024, 366686022, 366686018, 366686023, 366686017]"
1633,366686025,"[366686025, 366686023, 366686022, 366686026, 366686024]"
1634,366686026,"[366686026, 366686025, 366686023, 366686024, 366686022]"
1635,366859017,"[366859017, 366859024, 366859023, 366859034, 366859031]"
1636,366859020,"[366859020, 366859032, 366859033, 466595002, 462162013]"
1637,366859023,"[366859023, 366859017, 366859024, 366859031, 366859034]"
1638,366859024,"[366859024, 366859017, 366859023, 366859034, 366859031]"
1639,366859031,"[366859031, 366859023, 366859017, 366859024, 366859034]"
1640,366859032,"[366859032, 366859020, 366859033, 466595002, 466595026]"
1641,366859033,"[366859033, 366859034, 366859032, 466595021, 466595025]"
1642,366859034,"[366859034, 366859017, 366859024, 366859023, 366859033]"
1643,367194001,"[367194001, 414102001, 414102002, 465862001, 412664001]"
1644,367372001,"[367372001, 215589001, 362219002, 341129001, 215589002]"
1645,367376002,"[367376002, 190252020, 451556008, 451556009, 156610007]"
1646,368038002,"[478646001, 386463006, 186262013, 214844002, 214844008]"
1647,368038004,"[478646001, 386463006, 186262013, 214844002, 214844008]"
1648,368038005,"[478646001, 386463006, 186262013, 214844002, 214844008]"
1649,368038011,"[478646001, 386463006, 214844008, 214844002, 186262013]"
1650,368300006,"[368300006, 368300022, 466595001, 368300015, 366859023]"
1651,368300011,"[368300011, 466595024, 466595019, 466595003, 466595001]"
1652,368300014,"[368300014, 466595026, 466595002, 466595025, 466595021]"
1653,368300015,"[368300015, 368300022, 466595021, 471714037, 368300006]"
1654,368300022,"[368300022, 368300006, 368300015, 471714028, 471714036]"
1655,368505002,"[368505002, 368505006, 457314009, 481111010, 341452001]"
1656,368505006,"[368505006, 368505002, 457314009, 481111010, 341452001]"
1657,368603022,"[368603022, 454128018, 454128026, 454128010, 454128017]"
1658,368603029,"[368603029, 454128030, 454128033, 453745010, 453745016]"
1659,368603035,"[368603035, 454128006, 454128011, 454128021, 454128029]"
1660,368979001,"[368979001, 352811001, 407040001, 294008009, 294008040]"
1661,369796004,"[369796004, 369796035, 369796032, 268305007, 376172001]"
1662,369796007,"[369796007, 369796004, 369796035, 376172003, 369796032]"
1663,369796023,"[369796023, 357792008, 369796026, 270381007, 220365007]"
1664,369796024,"[369796024, 369796025, 438147002, 472844004, 220365001]"
1665,369796025,"[369796025, 369796024, 220365001, 438147002, 472844004]"
1666,369796026,"[369796026, 357792008, 369796023, 270381007, 357792009]"
1667,369796027,"[369796027, 369796026, 357792008, 369796023, 357792009]"
1668,369796032,"[369796032, 369796004, 369796035, 376172001, 376172002]"
1669,369796035,"[369796004, 369796035, 369796032, 268305007, 376172001]"
1670,370594006,"[370594006, 370594023, 370594017, 370594018, 370594020]"
1671,370594007,"[370594007, 370594018, 370594020, 370594021, 370594017]"
1672,370594017,"[370594017, 370594007, 370594020, 370594023, 370594018]"
1673,370594018,"[370594018, 370594021, 370594007, 270375001, 370594020]"
1674,370594020,"[370594020, 370594007, 370594017, 270375004, 370594018]"
1675,370594021,"[370594018, 370594021, 370594007, 270375001, 370594020]"
1676,370594023,"[370594023, 370594017, 370594018, 370594020, 370594021]"
1677,370737001,"[370737001, 360950007, 360950008, 360950014, 406724002]"
1678,370868011,"[370868012, 425242005, 478279004, 359504019, 359504016]"
1679,370868012,"[370868012, 425242005, 478279004, 359504019, 359504016]"
1680,370868013,"[359504019, 359504016, 370868012, 425242005, 478279004]"
1681,372008001,"[372008001, 372008010, 372008012, 372008011, 237222001]"
1682,372008010,"[372008010, 372008001, 372008012, 372008011, 237222012]"
1683,372008011,"[372008011, 372008010, 372008001, 372008012, 237222012]"
1684,372008012,"[372008012, 372008010, 372008001, 372008011, 237222012]"
1685,372576010,"[372576010, 372576013, 372576016, 372576017, 372576011]"
1686,372576011,"[372576011, 372576017, 184583014, 372576013, 372576016]"
1687,372576013,"[372576013, 372576016, 372576017, 372576011, 184583014]"
1688,372576016,"[372576013, 372576016, 372576017, 372576011, 184583014]"
1689,372576017,"[372576017, 372576011, 372576013, 372576016, 184583014]"
1690,372628013,"[372628013, 372628020, 372628017, 372628015, 372628016]"
1691,372628015,"[372628015, 372628016, 372628019, 372628017, 372628020]"
1692,372628016,"[372628015, 372628016, 372628019, 372628017, 372628020]"
1693,372628017,"[372628017, 372628015, 372628016, 372628019, 372628013]"
1694,372628019,"[372628015, 372628016, 372628019, 372628017, 372628020]"
1695,372628020,"[372628020, 372628013, 372628017, 372628015, 372628016]"
1696,372860001,"[160442007, 160442010, 228257001, 228257005, 111565003]"
1697,372860002,"[160442010, 160442007, 111565003, 228257001, 228257003]"
1698,372860024,"[372860024, 372860041, 179393018, 372860043, 190021001]"
1699,372860041,"[372860041, 372860024, 372860043, 179393018, 190021001]"
1700,372860043,"[372860043, 372860041, 190021001, 372860024, 179393018]"
1701,372860051,"[372860051, 372860062, 372860072, 372860068, 372860076]"
1702,372860052,"[372860052, 372860063, 372860069, 372860073, 372860062]"
1703,372860062,"[372860062, 372860072, 372860068, 372860076, 372860063]"
1704,372860063,"[372860063, 372860069, 372860073, 372860052, 372860062]"
1705,372860068,"[372860068, 372860062, 372860072, 372860076, 372860069]"
1706,372860069,"[372860069, 372860073, 372860063, 372860052, 372860068]"
1707,372860072,"[372860062, 372860072, 372860068, 372860076, 372860063]"
1708,372860073,"[372860069, 372860073, 372860063, 372860052, 372860068]"
1709,372860076,"[372860076, 372860068, 372860062, 372860072, 372860069]"
1710,373493008,"[373493008, 373493009, 305931001, 373493010, 182909001]"
1711,373493009,"[373493009, 373493008, 373493010, 305931001, 182909001]"
1712,373493010,"[373493010, 373493009, 373493008, 408649008, 305931001]"
1713,373506001,"[373506004, 373506019, 373506008, 408571001, 373506011]"
1714,373506004,"[373506004, 373506019, 373506008, 408571001, 373506011]"
1715,373506008,"[373506008, 373506011, 373506019, 373506027, 304786005]"
1716,373506011,"[373506011, 373506008, 304786005, 304786008, 373506019]"
1717,373506018,"[304786005, 304786008, 373506023, 373506019, 373506011]"
1718,373506019,"[373506019, 373506004, 373506008, 373506011, 304786005]"
1719,373506023,"[373506023, 304786008, 304786005, 373506011, 373506019]"
1720,373506024,"[373506024, 373506025, 373506019, 373506023, 304786007]"
1721,373506025,"[373506025, 373506024, 373506019, 373506008, 373506023]"
1722,373506026,"[304786008, 373506023, 304786005, 373506019, 373506011]"
1723,373506027,"[373506027, 373506008, 373506011, 373506019, 304786005]"
1724,373698005,"[310091041, 427114019, 310091039, 310091036, 310091018]"
1725,374762001,"[374762001, 374762021, 374762008, 474061003, 464332001]"
1726,374762008,"[374762008, 374762021, 374762001, 474061003, 464332001]"
1727,374762021,"[374762021, 374762001, 374762008, 474061003, 464332001]"
1728,375248006,"[375248006, 375248020, 317812011, 317812012, 278038027]"
1729,375248009,"[375248009, 375248024, 327821026, 327821029, 327821003]"
1730,375248010,"[375248010, 278038005, 375248021, 375248028, 375248012]"
1731,375248012,"[375248012, 278038028, 278038031, 278038035, 375248029]"
1732,375248020,"[375248020, 375248006, 317812011, 317812012, 375248026]"
1733,375248021,"[375248021, 375248028, 278038005, 317812001, 375248010]"
1734,375248022,"[375248022, 375248023, 375248029, 375248012, 278038028]"
1735,375248023,"[375248023, 375248029, 375248012, 278038028, 278038031]"
1736,375248024,"[375248024, 375248009, 327821037, 327821003, 478566026]"
1737,375248026,"[375248026, 278038027, 375248020, 375248006, 317812011]"
1738,375248028,"[375248021, 375248028, 278038005, 317812001, 375248010]"
1739,375248029,"[375248029, 375248012, 278038028, 278038031, 278038035]"
1740,375585001,"[375585001, 375585027, 375585024, 375585026, 375585023]"
1741,375585023,"[375585023, 375585025, 375585027, 375585026, 375585024]"
1742,375585024,"[375585024, 375585026, 375585027, 375585001, 375585023]"
1743,375585025,"[375585025, 375585023, 375585026, 375585027, 375585024]"
1744,375585026,"[375585026, 375585024, 375585027, 375585001, 375585023]"
1745,375585027,"[375585027, 375585001, 375585024, 375585026, 375585023]"
1746,375849011,"[375849011, 316085001, 375849021, 215337003, 316085002]"
1747,375849019,"[375849019, 215337038, 375849021, 215337039, 375849011]"
1748,375849021,"[375849021, 375849011, 316085013, 215337039, 316085001]"
1749,375849026,"[375849026, 375849019, 215337038, 215337066, 215337067]"
1750,375917001,"[375917001, 375917007, 375917006, 339252001, 375917005]"
1751,375917005,"[375917005, 375917009, 375917007, 375917001, 375917006]"
1752,375917006,"[375917006, 375917001, 375917009, 375917005, 339252001]"
1753,375917007,"[375917007, 375917001, 375917005, 375917009, 339252001]"
1754,375917009,"[375917009, 375917005, 375917007, 375917006, 339252001]"
1755,376172001,"[376172001, 376172006, 268305008, 376172002, 268305001]"
1756,376172002,"[376172002, 268305001, 268305007, 376172001, 376172006]"
1757,376172003,"[376172003, 376172006, 268305008, 376172001, 376172002]"
